Property Address,Parcel Number,Inspection Date,Grade,License Status,Expiration Date,Mappable Address
711 West Green Street,922117107003,07/18/2018,Class C,Expired,10/14/2020,"711 West Green Street
Urbana, IL
(40.110363, -88.21728)"
1505 South Smith Road,912115385010,03/19/2015,Class B,Issued,10/14/2020,"1505 South Smith Road
Urbana, IL
(-88.1763, 40.1)"
1806 East Michigan Avenue,922116432044,02/10/2015,Class B,Expired,10/14/2021,"1806 East Michigan Avenue
Urbana, IL
(-88.1851, 40.1019)"
707 North Lincoln Avenue,912107429016,11/15/2011,Class B,Issued,10/14/2021,"707 North Lincoln Avenue
Urbana, IL
(-88.2197, 40.1189)"
905 East Pennsylvania Avenue,922116353003,03/29/2016,Class B,Contract Sale,10/14/2021,"905 East Pennsylvania Avenue
Urbana, IL
(-88.1972, 40.1001)"
1505 South Broadway Avenue Unit 5,932117453059,12/11/2019,Class B,Issued,10/14/2021,"1505 South Broadway Avenue
Urbana, IL
(40.0994949341, -88.2076873779)"
804 East Park Street,912109304002,08/13/2010,Class B,Issued,10/14/2021,"804 East Park Street
Urbana, IL
(-88.1986, 40.1174)"
910 South Lierman Avenue Unit A,922116402043,07/21/2014,Class B,Issued,,"910 South Lierman Avenue
Unit A Urbana, IL
(-88.1887, 40.1056)"
1506 South Curtiss Drive,922116479012,09/28/2018,Class C,Expired,10/14/2019,"1506 South Curtiss Drive
Urbana, IL
(40.1003990173, -88.1842498779)"
1203 Silver Street,932121182007,05/30/2013,Class B,Issued,10/14/2021,"1203 Silver Street
Urbana, IL
(-88.1935, 40.0913)"
1305 Eureka Street,912107207006,08/18/2011,Class B,Issued,10/14/2021,"1305 Eureka Street
Urbana, IL
(-88.2265, 40.1254)"
2509 South Anderson Street,932121353005,02/23/2017,Class B,Issued,10/14/2021,"2509 South Anderson Street
Urbana, IL
(40.08442, -88.19976)"
1004 Hill Street,912107428013,11/04/2011,Class B,Issued,10/14/2021,"1004 Hill Street
Urbana, IL
(-88.2211, 40.1194)"
904 North Broadway Avenue Unit 217,912108257066,02/04/2008,Class B,Issued,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
810 South Race Street,922117261012,09/03/2019,Class B,Issued,10/14/2021,"810 South Race Street
Urbana, IL
(40.1058158875, -88.2084884644)"
703 West California Avenue,922117156006,12/11/2007,Class B,Issued,10/14/2020,"703 West California Avenue
Urbana, IL
(-88.2164, 40.1081)"
1304 Greenridge Drive,912115307002,03/24/2015,Class B,Issued,10/14/2020,"1304 Greenridge Drive
Urbana, IL
(-88.177, 40.1029)"
205 South Poplar Street,922116126027,08/17/2012,Class B,Issued,,"205 South Poplar Street
Urbana, IL
(-88.1949, 40.1115)"
1311 East Brighton Drive,932121179013,03/20/2017,Class C,Issued,10/14/2021,"1311 East Brighton Drive
Urbana, IL
(40.092827, -88.19227)"
304 North Coler Avenue,912108362007,02/04/2011,Class B,Issued,,"304 North Coler Avenue
Urbana, IL
(-88.2156, 40.1146)"
113 West Washington Street,932117401008,03/10/2020,Class C,Issued,10/14/2021,"113 West Washington Street
Urbana, IL
(40.1052932739, -88.2089538574)"
105 West Washington Street,932117401012,03/25/2009,Class A,Issued,,"105 West Washington Street
Urbana, IL
(-88.208, 40.1053)"
307 South Busey Avenue,922117103016,07/19/2007,Class B,Issued,10/14/2021,"307 South Busey Avenue
Urbana, IL
(-88.218, 40.1098)"
2007 East Washington Street,922116428031,02/09/2015,Class B,Issued,,"2007 East Washington Street
Urbana, IL
(-88.1818, 40.1054)"
904 North Broadway Avenue Unit 222,912108257071,02/04/2008,Class B,Expired,,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
402 South Cottage Grove Avenue,922116130007,06/03/2015,Class B,Issued,10/14/2021,"402 South Cottage Grove Avenue
Urbana, IL
(-88.1954, 40.1099)"
914 Wascher Drive,912107279006,12/23/2010,Class B,Issued,10/14/2021,"914 Wascher Drive
Urbana, IL
(-88.221, 40.1227)"
501 West Michigan Avenue,932117376004,01/08/2020,Class A,Issued,10/14/2021,"501 West Michigan Avenue
Urbana, IL
(40.1015815735, -88.2131958008)"
305 Grove Street,922117240008,07/21/2010,Class B,Issued,10/14/2021,"305 Grove Street
Urbana, IL
(-88.2017, 40.1103)"
904 North Broadway Avenue Unit 4,912108257017,02/08/2008,Class B,Expired,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
1106 1/2 East Michigan Avenue,922116376024,04/29/2013,Class B,Issued,10/14/2021,"1106 1 2 East Michigan Avenue
Urbana, IL
(-88.1949, 40.1019)"
2215 South Philo Road,932121332021,03/09/2017,Class B,Issued,10/14/2021,"2215 South Philo Road
Urbana, IL
(40.0883293152, -88.1909484863)"
804 Hawthorne Drive,922116305019,03/17/2016,Class B,Issued,10/14/2021,"804 Hawthorne Drive
Urbana, IL
(-88.1988, 40.1026)"
101 North Coler Avenue,922117104007,05/16/2018,Class B,Issued,10/14/2021,"101 North Coler Avenue
Urbana, IL
(40.11245, -88.21639)"
1124 Austin Drive,922116404014,07/29/2014,Class B,Issued,10/14/2021,"1124 Austin Drive
Urbana, IL
(-88.1872, 40.1017)"
605 West Ohio Street,932117307014,11/15/2019,Class B,Issued,10/14/2021,"605 West Ohio Street
Urbana, IL
(40.1034622192, -88.2150878906)"
707 West Washington Street,932117305005,07/24/2007,Class B,Issued,10/14/2019,"707 West Washington Street
Urbana, IL
(-88.2167, 40.1053)"
206 Hartle Avenue,922116129008,06/30/2009,Class B,Issued,10/14/2021,"206 Hartle Avenue
Urbana, IL
(-88.1919, 40.1115)"
905 Springfield Avenue,932118227009,01/28/2009,Class A,Issued,10/14/2020,"905 Springfield Avenue
Urbana, IL
(-88.22, 40.1125)"
201 South Busey Avenue,922117102017,12/13/2012,Class B,Issued,10/14/2021,"201 South Busey Avenue
Urbana, IL
(-88.218, 40.1112)"
1311 South Cottage Grove Avenue,922116351023,03/08/2016,Class B,Issued,10/14/2020,"1311 South Cottage Grove Avenue
Urbana, IL
(-88.1959, 40.1012)"
703 Western Avenue,922117105004,08/14/2007,Class B,Expired,10/14/2021,"703 Western Avenue
Urbana, IL
(-88.2169, 40.1122)"
604 South Walnut Street,922117258002,11/13/2009,Class B,Expired,10/14/2021,"604 South Walnut Street
Urbana, IL
(-88.206, 40.1081)"
2946 Rutherford Drive,912110406034,03/17/2015,Class A,Issued,10/14/2021,"2946 Rutherford Drive
Urbana, IL
(-88.1643, 40.115)"
1203 Tremont Street,912107208015,10/17/2011,Class B,Issued,10/14/2021,"1203 Tremont Street
Urbana, IL
(-88.2247, 40.1246)"
304 East Oregon Street,922117280008,01/09/2020,Class B,Issued,10/14/2021,"304 East Oregon Street
Urbana, IL
(40.107807, -88.204384)"
1209 Division Avenue,912108206008,11/03/2010,Class B,Temporarily Not a Rental,,"1209 Division Avenue
Urbana, IL
(-88.2057, 40.1245)"
304 Locust Street,912108383008,07/12/2007,Class B,Issued,10/14/2021,"304 Locust Street
Urbana, IL
(-88.2107, 40.1137)"
405 Grove Street,922117244008,07/07/2010,Class B,Expired,10/14/2020,"405 Grove Street
Urbana, IL
(-88.2013, 40.1097)"
1206 Cole Place,922116326017,03/16/2016,Class A,Issued,10/14/2021,"1206 Cole Place
Urbana, IL
(-88.194, 40.1045)"
2504 South Vine Street,932120478004,06/12/2013,Class B,Issued,10/14/2021,"2504 South Vine Street
Urbana, IL
(-88.2014, 40.0849)"
811 West Oregon Street,922117153001,11/19/2018,Class B,Issued,10/14/2021,"811 West Oregon Street
Urbana, IL
(40.1071815491, -88.2189407349)"
1202 North Lincoln Avenue,912108151005,07/18/2016,Class B,Issued,10/14/2021,"1202 North Lincoln Avenue
Urbana, IL
(-88.2191, 40.1228)"
704 East High Street,922116106004,04/11/2012,Class B,Issued,,"704 East High Street
Urbana, IL
(-88.1999, 40.1103)"
909 Anderson Street,932117427018,11/10/2009,Class B,Issued,,"909 Anderson Street
Urbana, IL
(-88.2006, 40.1047)"
111 West Park Street,912108403006,05/28/2008,Class B,Issued,10/14/2021,"111 West Park Street
Urbana, IL
(-88.2083, 40.1173)"
804 Clark Street,912108352011,05/17/2011,Class B,Issued,10/14/2021,"804 Clark Street
Urbana, IL
(-88.2179, 40.1157)"
1107 South Lanore Drive,922116404017,04/29/2019,Class B,Issued,10/14/2021,"1107 South Lanore Drive
Urbana, IL
(40.1030654907, -88.1868667603)"
1306 North Lincoln Avenue,912108101004,09/04/2008,Class B,Issued,10/14/2021,"1306 North Lincoln Avenue
Urbana, IL
(-88.2186, 40.1245)"
504 Stoughton Street,912108363020,10/25/2010,Class B,Contract Sale,10/14/2021,"504 Stoughton Street
Urbana, IL
(-88.2138, 40.1131)"
806 North Lincoln Avenue,912108301002,01/27/2011,Class B,Issued,,"806 North Lincoln Avenue
Urbana, IL
(-88.2191, 40.1196)"
1033 South Anderson Street,932117428061,01/13/2020,Class B,Issued,10/14/2021,"1033 South Anderson Street
Urbana, IL
(40.103893, -88.20093)"
605 West Green Street,922117112003,02/11/2019,Class B,Issued,10/14/2021,"605 West Green Street
Urbana, IL
(40.110370636, -88.2151794434)"
2207 South Pond Street,932121329012,03/01/2017,Class B,Issued,10/14/2021,"2207 South Pond Street
Urbana, IL
(40.08886, -88.19413)"
1103 South Busey Avenue,932117303007,04/20/2007,Class B,Issued,,"1103 South Busey Avenue
Urbana, IL
(-88.218, 40.1034)"
1317 East Harding Drive,932121177035,03/27/2017,Class B,Issued,10/14/2021,"1317 East Harding Drive
Urbana, IL
(40.0936, -88.19212)"
502 West Green Street Unit 304,922117127039,02/28/2019,Class B,Issued,10/14/2021,"502 West Green Street
Urbana, IL
(40.1108322144, -88.213722229)"
708 East Shurts Street,932121355015,03/13/2017,Class B,Issued,10/14/2021,"708 East Shurts Street
Urbana, IL
(40.08646, -88.19856)"
1912 Weaver Street,922116429017,01/30/2015,Class B,Issued,10/14/2019,"1912 Weaver Street
Urbana, IL
(-88.1831, 40.1044)"
207 South Cottage Grove Avenue,922116104035,06/11/2015,Class B,Issued,,"207 South Cottage Grove Avenue
Urbana, IL
(-88.1961, 40.1114)"
1210 South Lanore Drive,922116477005,03/13/2018,Class B,Issued,10/14/2021,"1210 South Lanore Drive
Urbana, IL
(40.1008529663, -88.1862258911)"
604 South Lynn Street,922116158002,02/03/2016,Class B,Issued,10/14/2021,"604 South Lynn Street
Urbana, IL
(-88.1977, 40.1082)"
507 Johnson Avenue,922116154006,04/05/2012,Class B,Issued,,"507 Johnson Avenue
Urbana, IL
(-88.197, 40.1089)"
1901 East Washington Street,922116428014,01/09/2015,Class B,Issued,10/14/2021,"1901 East Washington Street
Urbana, IL
(-88.1845, 40.1054)"
1305 East Scovill Street,932121381010,04/19/2017,Class B,Expired,10/14/2020,"1305 East Scovill Street
Urbana, IL
(40.0857925415, -88.1917419434)"
205 North Coler Avenue,912108359013,11/01/2010,Class B,Issued,10/14/2020,"205 North Coler Avenue
Urbana, IL
(-88.2162, 40.1136)"
403 West Springfield Avenue,922117131005,04/10/2019,Class B,Issued,10/14/2021,"403 West Springfield Avenue
Urbana, IL
(40.1121139526, -88.2121887207)"
1006 Stoughton Street,912107482012,12/08/2008,Class B,Issued,10/14/2020,"1006 Stoughton Street
Urbana, IL
(-88.2214, 40.1138)"
208 East Washington Street,922117265005,02/24/2020,Class B,Fee Exempt Registration,10/14/2020,"208 East Washington Street
Urbana, IL
(40.1058502197, -88.2051925659)"
305 West Elm Street,922117136004,06/09/2014,Class B,Issued,,"305 West Elm Street
Urbana, IL
(-88.2109, 40.1113)"
709 South Cottage Grove Avenue,922116165024,12/07/2012,Class B,Issued,10/14/2021,"709 South Cottage Grove Avenue
Urbana, IL
(-88.196, 40.1069)"
1313 East Harding Drive,932121177037,02/28/2017,Class B,Issued,10/14/2021,"1313 East Harding Drive
Urbana, IL
(40.0936012268, -88.1922836304)"
1202 East Pennsylvania Avenue,922116379027,05/09/2016,Class B,Expired,10/14/2019,"1202 East Pennsylvania Avenue
Urbana, IL
(-88.1944, 40.1003)"
808 West Iowa Street,932117301005,11/27/2007,Class B,Issued,,"808 West Iowa Street
Urbana, IL
(-88.2185, 40.1048)"
1903 East Washington Street,922116428015,02/23/2015,Class B,Issued,10/14/2020,"1903 East Washington Street
Urbana, IL
(-88.1841, 40.1054)"
606 South Webber Street,922116157006,05/22/2012,Class B,Issued,,"606 South Webber Street
Urbana, IL
(-88.1989, 40.108)"
805 1/2 West California Avenue,922117152004,02/19/2008,Class B,Issued,10/14/2021,"805 1 2 West California Avenue
Urbana, IL
(-88.2183, 40.1081)"
1211 East Michigan Avenue,922116378014,04/29/2013,Class B,Issued,10/14/2021,"1211 East Michigan Avenue
Urbana, IL
(-88.1932, 40.1014)"
1211 Beslin Street,912107410003,07/14/2011,Class C,Expired,10/14/2021,"1211 Beslin Street
Urbana, IL
(-88.2252, 40.1201)"
712 West California Avenue,922117155010,11/27/2012,Class C,Issued,,"712 West California Avenue
Urbana, IL
(-88.2173, 40.1084)"
2944 Rutherford Drive,912110406033,03/13/2015,Class A,Issued,10/14/2021,"2944 Rutherford Drive
Urbana, IL
(-88.164, 40.1152)"
107 West Oregon Street,922117261016,06/25/2019,Class B,Issued,10/14/2021,"107 West Oregon Street
Urbana, IL
(40.10733, -88.20819)"
909 South Cottage Grove Avenue,922116304018,06/12/2015,Class B,Issued,,"909 South Cottage Grove Avenue
Urbana, IL
(-88.196, 40.1048)"
904 East Delaware Avenue,922116353014,02/15/2016,Class B,Issued,10/14/2021,"904 East Delaware Avenue
Urbana, IL
(-88.1974, 40.0994)"
2510 East Florida Avenue,912115387005,03/15/2018,Class A,Issued,10/14/2021,"2510 East Florida Avenue
Urbana, IL
(40.09875, -88.173965)"
1702 East Trails Drive,932128253005,12/08/2017,Class B,Issued,10/14/2021,"1702 East Trails Drive
Urbana, IL
(40.077423, -88.186264)"
904 North Broadway Avenue Unit 5,912108257018,02/08/2008,Class B,Issued,,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
808 West Oregon Street,922117152009,06/28/2018,Class B,Issued,10/14/2021,"808 West Oregon Street
Urbana, IL
(40.1076126099, -88.2187652588)"
2508 A South Anderson Street,932121357004,03/27/2017,Class B,Issued,10/14/2021,"2508 A South Anderson Street
Urbana, IL
(40.0846214294, -88.1991043091)"
2005 East Washington Street,922116428030,02/09/2015,Class B,Issued,10/14/2021,"2005 East Washington Street
Urbana, IL
(-88.1821, 40.1054)"
401 North Race Street,912108451013,08/05/2010,Class B,Issued,10/14/2021,"401 North Race Street
Urbana, IL
(-88.2094, 40.1155)"
201 Grove Street,922117235007,07/09/2007,Class B,Expired,,"201 Grove Street
Urbana, IL
(-88.2016, 40.1115)"
906 Anderson Street,922116301007,12/05/2012,Class B,Issued,10/14/2021,"906 Anderson Street
Urbana, IL
(-88.1999, 40.105)"
803 North Orchard Street,912108308014,04/09/2014,Class B,Issued,10/14/2021,"803 North Orchard Street
Urbana, IL
(-88.2147, 40.1194)"
708 West High Street,922117107012,06/27/2018,Class B,Expired,10/14/2020,"708 West High Street
Urbana, IL
(40.11003, -88.216896)"
2009 Bruce Drive,932121178015,06/04/2013,Class A,Issued,10/14/2021,"2009 Bruce Drive
Urbana, IL
(-88.1932, 40.0925)"
704 Cunningham Avenue,912108428002,08/03/2010,Class B,Issued,,"704 Cunningham Avenue
Urbana, IL
(-88.2031, 40.1192)"
808 South Lynn Street,922116163015,06/06/2012,Class B,Issued,10/14/2021,"808 South Lynn Street
Urbana, IL
(-88.1975, 40.1061)"
1108 East Scovill Street,932121376024,02/21/2017,Class B,Issued,10/14/2021,"1108 East Scovill Street
Urbana, IL
(40.086094, -88.194756)"
1108 Lanore Drive,922116432004,12/24/2014,Class B,Issued,10/14/2021,"1108 Lanore Drive
Urbana, IL
(-88.1863, 40.1031)"
510 Griggs Street,912108377006,08/04/2010,Class A,Issued,10/14/2021,"510 Griggs Street
Urbana, IL
(-88.214, 40.1148)"
502 West Green Street Unit 208,922117127030,12/12/2008,Class B,Issued,,"502 West Green Street
Urbana, IL
(-88.2134, 40.1107)"
2014 East Michigan Avenue,922116432056,03/15/2018,Class A,Issued,10/14/2021,"2014 East Michigan Avenue
Urbana, IL
(40.1019744873, -88.1823654175)"
705 West High Street,922117108006,10/16/2012,Class B,Issued,10/14/2021,"705 West High Street
Urbana, IL
(-88.2166, 40.1096)"
1401 Curtiss Drive,922116478003,01/29/2015,Class B,Issued,10/14/2021,"1401 Curtiss Drive
Urbana, IL
(-88.1849, 40.1015)"
207 West Oregon Street,922117259001,06/09/2009,Class B,Issued,,"207 West Oregon Street
Urbana, IL
(-88.2097, 40.1073)"
1410 East Pennsylvania Avenue,922116379045,03/03/2016,Class B,Issued,,"1410 East Pennsylvania Avenue
Urbana, IL
(-88.1913, 40.0992)"
1003 South Cottage Grove Avenue,922116304020,07/20/2012,Class B,Expired,10/14/2021,"1003 South Cottage Grove Avenue
Urbana, IL
(-88.196, 40.1045)"
506 West Iowa Street,932117326017,05/31/2019,Class A,Issued,10/14/2021,"506 West Iowa Street
Urbana, IL
(40.1049079895, -88.2134933472)"
1905 East Washington Street,922116428016,02/23/2015,Class B,Issued,,"1905 East Washington Street
Urbana, IL
(-88.1845, 40.1056)"
110 Glover Avenue,922116128005,04/04/2012,Class B,Issued,10/14/2021,"110 Glover Avenue
Urbana, IL
(-88.1931, 40.1121)"
307 South Cottage Grove Avenue,922116112014,04/02/2012,Class C,Issued,,"307 South Cottage Grove Avenue
Urbana, IL
(-88.1961, 40.1103)"
1403 East Michigan Avenue,922116377005,05/03/2016,Class B,Issued,10/14/2021,"1403 East Michigan Avenue
Urbana, IL
(-88.1916, 40.1014)"
709 North Busey Avenue,912108302020,02/06/2014,Class C,Issued,10/14/2021,"709 North Busey Avenue
Urbana, IL
(-88.2173, 40.119)"
205 Pell Circle,932120407015,07/29/2016,Class B,Issued,10/14/2021,"205 Pell Circle
Urbana, IL
(-88.2057, 40.0876)"
710 West Illinois Street,922117108008,08/15/2007,Class B,Issued,10/14/2021,"710 West Illinois Street
Urbana, IL
(-88.2173, 40.1092)"
113 Dodson Drive,912115126012,03/26/2015,Class B,Expired,10/14/2021,"113 Dodson Drive
Urbana, IL
(-88.1761, 40.1118)"
713 West Pennsylvania Avenue,932117356002,07/24/2009,Class A,Expired,10/14/2021,"713 West Pennsylvania Avenue
Urbana, IL
(-88.2171, 40.1004)"
1115 Austin Drive,922116403009,07/22/2014,Class B,Expired,10/14/2021,"1115 Austin Drive
Urbana, IL
(-88.1878, 40.1025)"
1702 East Colorado Avenue,932121201015,11/09/2017,Class B,Issued,10/14/2021,"1702 East Colorado Avenue
Urbana, IL
(40.0959396362, -88.1869125366)"
1004 South Busey Avenue,932117306002,11/14/2019,Class B,Issued,10/14/2021,"1004 South Busey Avenue
Urbana, IL
(40.1043128967, -88.217338562)"
706 West High Street,922117107013,04/27/2018,Class B,Expired,10/14/2020,"706 West High Street
Urbana, IL
(40.110035, -88.216705)"
910 South Lierman Avenue Unit C,922116402045,07/21/2014,Class B,Issued,10/14/2021,"910 South Lierman Avenue
Unit C Urbana, IL
(-88.1887, 40.1056)"
106 South Gregory Street,932118228020,04/08/2009,Class C,Expired,10/14/2021,"106 South Gregory Street
Urbana, IL
(-88.2202, 40.1118)"
502 West Green Street Unit 112,922117127021,02/28/2019,Class B,Issued,10/14/2021,"502 West Green Street
Urbana, IL
(40.1112937927, -88.2134933472)"
809 West California Avenue,922117152002,06/28/2018,Class B,Issued,10/14/2021,"809 West California Avenue
Urbana, IL
(40.1080169678, -88.2187423706)"
116 West Vermont Avenue,932117452013,10/08/2009,Class B,Issued,,"116 West Vermont Avenue
Urbana, IL
(-88.2088, 40.1001)"
1407 Abercorn Street,912115388042,03/04/2015,Class B,Issued,10/14/2021,"1407 Abercorn Street
Urbana, IL
(-88.1729, 40.1014)"
605 South Coler Avenue,922117156014,01/09/2008,Class B,Issued,10/14/2021,"605 South Coler Avenue
Urbana, IL
(-88.2163, 40.1078)"
700 South Gregory Street,932118280022,11/22/2016,Class B,Issued,10/14/2021,"700 South Gregory Street
Urbana, IL
(-88.2212, 40.1065)"
208 East California Avenue,922117254009,04/04/2007,Class B,Issued,,"208 East California Avenue
Urbana, IL
(-88.2055, 40.1087)"
502 West Green Street Unit 103,922117127017,12/12/2008,Class B,Issued,10/14/2021,"502 West Green Street
Urbana, IL
(-88.2134, 40.1107)"
201 West Park Street,912108402004,01/05/2011,Class B,Issued,10/14/2021,"201 West Park Street
Urbana, IL
(-88.2092, 40.1172)"
2006 Vawter Street,932121180003,01/15/2013,Class C,Issued,,"2006 Vawter Street
Urbana, IL
(-88.1916, 40.0931)"
601 South Broadway Avenue,922117256004,10/28/2019,Class B,Expired,10/14/2020,"601 South Broadway Avenue
Urbana, IL
(40.1082572937, -88.2076187134)"
2404 East Elm Street,912115126005,12/07/2017,Class B,Issued,10/14/2021,"2404 East Elm Street
Urbana, IL
(40.11132, -88.176384)"
321 East Fairlawn Drive,932117428110,02/25/2020,Class B,Issued,10/14/2021,"321 East Fairlawn Drive
Urbana, IL
(40.1034545898, -88.2038040161)"
808 Cedar Street,922117189004,03/31/2009,Class B,Under Review,10/14/2021,"808 Cedar Street
Urbana, IL
(-88.2101, 40.1058)"
1401 Laurel Drive,922116378020,02/15/2016,Class B,Expired,10/14/2020,"1401 Laurel Drive
Urbana, IL
(-88.1917, 40.1006)"
804 West Michigan Avenue,932117304009,09/18/2009,Class B,Issued,,"804 West Michigan Avenue
Urbana, IL
(-88.218, 40.1022)"
2102 South Pond Street,932121328001,04/12/2017,Class B,Issued,10/14/2021,"2102 South Pond Street
Urbana, IL
(40.090443, -88.19408)"
