Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City
580002,NELLY'S FOOD MART CORP.,NELLY'S FOOD MART CORP.,1802804,GROCERY/RESTAURANT,Risk 1 (High),1901 N KARLOV AVE,CHICAGO
521535,Jenna Food & Liquor,FOOD & LIQUOR EXPRESS,2064125,Grocery Store,Risk 3 (Low),2752 W LAWRENCE AVE,CHICAGO
567400,ROSEBUD PRIME,ROSEBUD PRIME,1682552,Restaurant,Risk 1 (High),1 S DEARBORN ST,CHICAGO
519208,LA AMISTAD RESTAURANT,LA AMISTAD RESTAURANT,1847139,Restaurant,Risk 1 (High),1914 W MONTROSE AVE,CHICAGO
521313,LP EXPRESS TACOS INC,LA PASADITA EXPRESS,2042268,Restaurant,Risk 1 (High),3722 W BELMONT AVE,CHICAGO
521227,BARBA YIANNI GRECIAN TAVERNA,BARBA YIANNI GRECIAN TAVERNA,36340,Restaurant,Risk 1 (High),4761 N LINCOLN AVE,CHICAGO
547458,SWEET TART CANDY,SWEET TART CANDY,1903685,Grocery Store,Risk 2 (Medium),1559 S HOMAN AVE,CHICAGO
580428,Life Force Cafe,Life Force Cafe,2031937,Restaurant,Risk 3 (Low),324 N LEAVITT ST,CHICAGO
525250,ALL AMERICAN NURSING HOME,ALL AMERICAN NURSING HOME,3727,Long Term Care,Risk 1 (High),5448 N BROADWAY,CHICAGO
537334,"NADIA FISH & CHICKEN, INC","NADIA FISH & CHICKEN, INC",1985943,Restaurant,Risk 2 (Medium),2704 E 75TH ST,CHICAGO
579689,HUARACHES DONA CHIO,HUARACHES DONA CHIO,1847182,Restaurant,Risk 1 (High),1547 W ELMDALE AVE,CHICAGO
579616,PERLA TAPATIA,PERLA TAPATIA,1742442,Restaurant,Risk 1 (High),3251 W NORTH AVE,CHICAGO
539284,Scammon Elementary School,Scammon Elementary School,25241,School,Risk 1 (High),4201 W Henderson (3332N),CHICAGO
521446,THE MACAROON CAFE,THE MACAROON CAFE,2094218,Restaurant,Risk 1 (High),2949 W BELMONT AVE,CHICAGO
114720,PANERA BREAD  # 1190,PANERA BREAD,1820895,Restaurant,Risk 1 (High),250 S WACKER DR,CHICAGO
569293,"ARAMARK EDUCATIONAL SERVICES, INC",NINA'S CAFE,1165799,Restaurant,Risk 1 (High),25 E PEARSON ST,CHICAGO
583262,STENMAN DISTRIBUTION,STENMAN DISTRIBUTION,2098653,Wholesale,Risk 3 (Low),2361 S STATE ST,CHICAGO
557348,ALEX TACOS,ALEX TACOS,1331417,NA,Risk 3 (Low),3742 W MONTROSE AVE,CHICAGO
120722,ONE SIXTY BLUE,ONE SIXTY BLUE,1045301,Restaurant,Risk 1 (High),160 N LOOMIS ST,CHICAGO
580546,Patrick Sullivan Apartments,Sullivan Apartments,2098634,Golden Diner,Risk 1 (High),1633 W Madison ST,CHICAGO
612241,SAMMY'S RED HOTS,SAMMY'S RED HOTS,1767685,Restaurant,Risk 1 (High),238 W DIVISION ST,CHICAGO
577234,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,1616804,Restaurant,Risk 2 (Medium),8255 S KEDZIE AVE,CHICAGO
580317,WEST ON NORTH,WEST ON NORTH,2083875,Restaurant,Risk 1 (High),2509 W NORTH AVE,CHICAGO
567330,WENDY'S OLD FASHIONED HAMBURGERS,WENDY'S OLD FASHIONED HAMBURGERS,6781,Restaurant,Risk 1 (High),6 S CLARK ST,CHICAGO
585455,HYDRATE / ELIXIR,HYDRATE / ELIXIR,2099331,Liquor,Risk 3 (Low),3452 - 3458 N HALSTED ST,CHICAGO
114706,JERSEY MIKE'S,JERSEY MIKE'S,2073588,Restaurant,Risk 1 (High),200 W MONROE ST,CHICAGO
491649,MEZZA GRILLED WRAPS AND PITAS INC,MEZZA GRILLED WRAPS AND PITAS INC,1380994,Restaurant,Risk 1 (High),520 N MICHIGAN AVE,CHICAGO
598235,SPORT SERVICE SOLDIER FIELD,SUITE PANTRY B,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR.,NA
492240,CHINA PLACE LIQUOR CITY,NA,1965095,Liquor,Risk 3 (Low),2105 S CHINA PL,CHICAGO
491016,"EL VITOR NACATACOS #2, INC.","EL VITOR NACATACOS #2, INC.",1975083,Restaurant,Risk 1 (High),4114 W NORTH AVE,CHICAGO
88682,Prix Fixe,Prix Fixe,2049249,Restaurant,Risk 1 (High),4835 N WESTERN AVE,CHICAGO
579570,"DEREK'S DOGS & DELI, LLC",DEREK'S DOGS & DELI,2049845,Restaurant,Risk 1 (High),711 W ARMITAGE AVE,CHICAGO
166336,AAA Food,AAA Food,1120899,Grocery Store,Risk 2 (Medium),2700 W 25TH ST,CHICAGO
580431,PHIL'S PIZZA,PHIL'S PIZZA,1767089,Restaurant,Risk 1 (High),1102 W 35TH ST,CHICAGO
545374,Shoesmith,Shoesmith,25371,School,Risk 1 (High),1330 E 50th St (5000S),CHICAGO
567368,JAMBA JUICE,JAMBA JUICE,2083867,Restaurant,Risk 2 (Medium),166 N STATE ST,CHICAGO
580056,MCDONALDS,MCDONALDS,1979615,Restaurant,Risk 2 (Medium),7832 S WESTERN AVE,CHICAGO
88751,CHARLOTTE'S BAR AND GRILL,CHARLOTTE'S BAR AND GRILL,24249,Restaurant,Risk 1 (High),6000 W GUNNISON ST,CHICAGO
517299,Costco Wholesale # 380,Costco Wholesale,1044650,Grocery Store,Risk 1 (High),2746 N CLYBOURN AVE,CHICAGO
567252,FLAT TOP GRILL,FLAT TOP GRILL,1992452,Restaurant,Risk 1 (High),30 S WABASH AVE,CHICAGO
579336,ACE Tech,ACE Tech,66291,School,Risk 1 (High),5410 S State St. (1E&W),CHICAGO
579638,TATSU,TATSU,1271371,Restaurant,Risk 1 (High),1062 W TAYLOR ST,CHICAGO
581138,ST  SYLVESTER SCHOOL,ST  SYLVESTER SCHOOL,1981800,School,Risk 1 (High),3027 W PALMER AVE,CHICAGO
517245,MR SUBMARINE,MR SUBMARINE,53598,NA,Risk 3 (Low),1525 W FULLERTON AVE,CHICAGO
569421,Garrett Popcorn Shops,Garrett Popcorn Shops,1975233,Restaurant,Risk 2 (Medium),600 E GRAND AVE,CHICAGO
409552,TESORI,TESORI,57932,Restaurant,Risk 1 (High),65 E ADAMS ST,CHICAGO
547315,CHAN'S GARDEN,CHAN'S GARDEN CHINESE RESTAURANT,44853,Restaurant,Risk 1 (High),2825 W CERMAK RD,CHICAGO
353256,GHAREEB NAWAZ RESTAURANT,GHAREEB NAWAZ RESTAURANT,2026186,Restaurant,Risk 1 (High),2032-2034 W DEVON AVE,CHICAGO
545291,food & paper supply co,food & paper supply co,2008156,Grocery Store,Risk 3 (Low),7247-7249 S SOUTH CHICAGO AVE BLDG,CHICAGO
569402,TAYLOR STREET TROLLEY CO.,ITALIAN ICE,0,NP-KIOSK,Risk 2 (Medium),600 E GRAND AVE,CHICAGO
585220,COCKTAIL,COCKTAIL,2032669,Restaurant,Risk 1 (High),3359 N HALSTED ST,CHICAGO
158503,81ST AND RACINE CITGO INC.,81ST AND RACINE CITGO INC.,1492008,Grocery Store,Risk 3 (Low),8106 S RACINE AVE,CHICAGO
517419,CAMINITO,CAMINITO ARGENTINEAN GRILL,2055314,Restaurant,Risk 1 (High),1629 N HALSTED,CHICAGO
577366,POPE JOHN PAUL CATHOLIC,POPE JOHN PAUL CATHOLIC,2040668,School,Risk 1 (High),4325 S RICHMOND ST,CHICAGO
537221,COCULA RESTAURANT,COCULA RESTAURANT,25772,Restaurant,Risk 1 (High),8847 S COMMERCIAL AVE,CHICAGO
567417,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR,CHICAGO
580714,CALUMET BAKERY,CALUMET BAKERY,5508,Bakery,Risk 2 (Medium),2510 E 106TH ST,CHICAGO
353263,GLENCREST NURSING & REHAB CTR,GLENCREST NURSING & REHAB CTR,3798,Long Term Care,Risk 1 (High),2451 W TOUHY AVE,CHICAGO
579579,TASTY SUB,TASTY SUB,79702,Restaurant,Risk 1 (High),2001 W HOWARD ST,CHICAGO
88638,KAMDAR PLAZA INC,KAMDAR PLAZA,4429,Grocery Store,Risk 1 (High),2646 W DEVON AVE,CHICAGO
58531,Stowe,STOWE ELEMENTARY SCHOOL,25521,School,Risk 1 (High),3444 W Wabansia,CHICAGO
491348,Osteria Via Stato,Osteria Via Stato,1547695,Restaurant,Risk 1 (High),620 N STATE ST,CHICAGO
580950,URBAN VEGAN,URBAN VEGAN,2094226,Restaurant,Risk 1 (High),1605 W MONTROSE AVE,CHICAGO
484249,CARIBBEAN JERK AND BAR-B-QUE PIT,CARIBBEAN JERK AND BAR-B-QUE  PIT,2074459,Restaurant,Risk 1 (High),1652 E 79TH ST,CHICAGO
543363,JUST TURKEY RESTAURANT,JUST TURKEY RESTAURANT,2054263,Restaurant,Risk 1 (High),9615 S WESTERN AVE,CHICAGO
585352,TASTEE FREEZE,TASTEE FREEZE,2098410,Restaurant,Risk 2 (Medium),5333 S KEDZIE AVE,CHICAGO
289296,PANDA EXPRESS #1422,PANDA EXPRESS #1422,1938611,Restaurant,Risk 1 (High),1654 W 119th ST,CHICAGO
567422,THE FAIRMONT CHICAGO,BANQUET & MEETING RMS,1573767,Restaurant,Risk 1 (High),200 N COLUMBUS DR,CHICAGO
521415,SUBWAY,SUBWAY,1677177,Restaurant,Risk 1 (High),4019 N LINCOLN AVE,CHICAGO
381258,NAHA RESTAURANT,NAHA RESTAURANT,1000612,Restaurant,Risk 1 (High),500 N CLARK ST,CHICAGO
612234,TABLE FIFTY-TWO,BLUE DOOR KITCHEN & GARDEN,1869952,Restaurant,Risk 1 (High),52 W ELM ST,CHICAGO
505396,FRANK FOOD MART,FRANK FOOD MART,2094359,Grocery Store,Risk 2 (Medium),5050 W MADISON ST,CHICAGO
547462,PIZZA NOVA INC,PIZZA NOVA INC,3914,Restaurant,Risk 1 (High),3704 W 26TH ST,CHICAGO
614297,CHICAGO HILTON & TOWERS,MAIN KITCHEN,1122244,Restaurant,Risk 1 (High),720 S MICHIGAN AVE,CHICAGO
537390,"NEW FOOD MART,INC","NEW FOOD MART,INC",2069534,Grocery Store,Risk 3 (Low),408 E 63RD ST,CHICAGO
88715,MR V'S CARRYOUT,MR V'S CARRYOUT,53883,Restaurant,Risk 1 (High),5285 N ELSTON AVE,CHICAGO
539301,PANDA EXPRESS,PANDA EXPRESS,1140607,NA,Risk 1 (High),11601 W TOUHY AVE,CHICAGO
557359,"WHITE CASTLE SYSTEM, INC",WHITE CASTLE,28491,Restaurant,Risk 2 (Medium),7550 N HARLEM AVE,CHICAGO
581024,MOM'S BBQ,MOM'S BBQ,1954039,Restaurant,Risk 1 (High),5805 W DIVERSEY AVE,CHICAGO
569250,DRAKE HOTEL,BANQUETS,1766380,Restaurant,Risk 1 (High),140 E WALTON PL,CHICAGO
579956,"BABAS STEAK & LEMONADE, INC..","BABAS STEAK & LEMONADE, INC.",1898447,Restaurant,Risk 1 (High),343 E PERSHING RD,CHICAGO
577241,ASHBURN ELEMENTARY,ASHBURN ELEMENTARY,32081,School,Risk 2 (Medium),8300 S St. Louis AVE,CHICAGO
539213,AMERICAN AIRLINES,ADMIRALS CLUB/AMERICAN AIRLINES (T3/H&K),1885160,Restaurant,Risk 1 (High),11601 W TOUHY AVE,CHICAGO
579408,CAPTAIN MORGAN'S,CAPTAIN MORGAN CLUB,2078715,Restaurant,Risk 2 (Medium),1060 W ADDISON ST,CHICAGO
610223,OWEN  &  ENGINE,OWEN  &  ENGINE,2009116,Restaurant,Risk 1 (High),2700 N WESTERN AVE,CHICAGO
579868,PAPA FREDDY'S PIZZA & REST,PAPA FREDDY'S PIZZA & REST,21091,Restaurant,Risk 1 (High),2001 W 35TH ST,CHICAGO
521396,HAPPY KIDS LEARNING CENTER INC.,HAPPY KIDS LEARNING CENTER,1696642,Children's Services Facility,Risk 1 (High),4545 N KEDZIE AVE,CHICAGO
580136,POPEYE'S FRIED CHICKEN,POPEYE'S,1963622,Restaurant,Risk 1 (High),818 E 47TH ST,CHICAGO
491432,TAQUERIA VALPARAISO,TAQUERIA VALPARAISO,1544559,Restaurant,Risk 1 (High),10500 S WESTERN AVE,CHICAGO
580145,ILLINOIS SPORTSERVICE INC,PRETZEL 2 - DIPPING DOTS (#123),14616,KIOSK,Risk 2 (Medium),333 W 35TH ST,CHICAGO
579828,AVOCADO CAFE & EATERY,AVOCADO CAFE & EATERY,2074447,Restaurant,Risk 2 (Medium),1913 N MILWAUKEE AVE,CHICAGO
579935,BROADWAY CELLARS,BROADWAY CELLARS,1717951,Restaurant,Risk 1 (High),5900 N BROADWAY,CHICAGO
579673,Ruby's Ribs,Ruby's Ribs,1932876,Restaurant,Risk 1 (High),3551 S HALSTED ST,CHICAGO
577390,MARCO'S BEEF,MARCO'S BEEF,1680468,Restaurant,Risk 1 (High),2547 W 111TH ST,CHICAGO
604218,THONG THAI RESTAURANT,THONG THAI RESTAURANT,1143479,Restaurant,Risk 1 (High),6247 W TOUHY AVE,CHICAGO
557282,XSPORT FITNESS,XSPORT FITNESS,75435,Grocery Store,Risk 3 (Low),3212 N CENTRAL AVE,CHICAGO
490943,Graham,Graham,23391,School,Risk 1 (High),4436 S Union (700W),CHICAGO
579857,Nettelhorst Elementary,Nettelhorst Elementary,24661,School,Risk 1 (High),3252 N Broadway (600W),CHICAGO
521450,CHEQUES PLACE,CHEQUES PLACE,2093780,Restaurant,Risk 1 (High),4315 N KEDZIE AVE,CHICAGO
491186,SKIPPY'S RED HOTS,SKIPPY'S RED HOTS,1841241,Restaurant,Risk 2 (Medium),1642 W CHICAGO AVE,CHICAGO
517372,ABC AND ME,ABC AND ME,37714,Daycare (2 - 6 Years),Risk 1 (High),1100 W LAWRENCE AVE,CHICAGO
537251,"EL SELECTO PRODUCTS, L.L.C.","EL SELECTO PRODUCTS, L.L.C.",1771940,Grocery Store,Risk 2 (Medium),10532 S TORRENCE AVE,CHICAGO
417336,ORBIT,ORBIT,1909082,Restaurant,Risk 2 (Medium),9100 S COTTAGE GROVE AVE,CHICAGO
381293,TONI'S PIZZA AND PASTA,TONI'S PIZZA AND PASTA,2084883,Restaurant,Risk 1 (High),455 N MILWAUKEE AVE,CHICAGO
577217,JJ PEPPERS FOOD STORE,JJ PEPPERS FOOD STORE,1383441,Grocery Store,Risk 3 (Low),7101 S KEDZIE AVE,CHICAGO
606222,CHRIST THE KING,CHRIST THE KING,2247643,School,Risk 1 (High),9240 S HOYNE,CHICAGO
635213,BIG O'LIQUOR & FOOD STORE INC,BIG O'LIQUOR & FOOD STORE INC,26065,NA,Risk 3 (Low),1469 E 67TH ST,CHICAGO
580812,BERTUCCI'S,BERTUCCI'S,15288,Restaurant,Risk 1 (High),300 W 24TH ST,CHICAGO
579528,79th & RHODES PRODUCE INC.,79th & RHODES PRODUCE INC.,2083645,Grocery Store,Risk 2 (Medium),533 E 79TH ST,CHICAGO
547432,QUIMA,NA,2093871,Restaurant,Risk 2 (Medium),39111/2 W 26TH ST,CHICAGO
549338,COMPUTER AND NETWORK SOLUTIONS,CAFE INTERNET,2033165,Restaurant,Risk 2 (Medium),5311 S KEDZIE AVE,CHICAGO
547307,TAQUERIA EL ARCO,EL POLLO CRIS CRIS,1495623,Restaurant,Risk 1 (High),3105 W 26TH ST,CHICAGO
569388,Ryba's Fudge Shops Inc,Ryba's Fudge,0,Navy Pier Kiosk,Risk 2 (Medium),600 E GRAND AVE,CHICAGO
484225,MELON EXPRESS CATERING CO,MELON EXPRESS CATERING CO,1739115,Catering,Risk 1 (High),7108 S OGLESBY AVE,CHICAGO
557361,Tanelli's Pizza,Tanelli's Pizza,2094243,Restaurant,Risk 1 (High),7065 W BELMONT AVE,CHICAGO
521555,GARCIA'S INC,GARCIA'S RESTAURANT,2089328,Restaurant,Risk 1 (High),4756-4760 N LINCOLN AVE,CHICAGO
521269,SMOKEY BEARS 1 LLC,SMOKEY BEARS,2031630,Restaurant,Risk 1 (High),3312-3314 W FOSTER AVE,CHICAGO
490838,DUKS RED HOTS,DUKS RED HOTS,69637,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE,CHICAGO
491331,Beasley CPC,Beasley CPC,29322,School,Risk 1 (High),5165 S State ST,CHICAGO
577385,GEORGE SUPER TACOS,GEORGE SUPER TACOS,2099278,Restaurant,Risk 1 (High),6501 S KEDZIE,CHICAGO
537209,NUMBER 1 CHOP SUEY,NUMBER 1 CHOP SUEY,1677434,Restaurant,Risk 1 (High),7342 S STONY ISLAND AVE,CHICAGO
612267,ORSO'S RESTAURANT,ORSO'S RESTAURANT,700,Restaurant,Risk 1 (High),1401 N WELLS ST,CHICAGO
598221,"DON'S HAMBURGERS, INC.",DON'S HAMBURGERS,52887,Restaurant,Risk 1 (High),1837 S WESTERN AVE,CHICAGO
531211,Chartwells @ Kennedy King College ARTIUM CAFE,Chartwells @ Kennedy King College ARTIUM CAFE,1841401,CITY OF CHICAGO COLLEGE,Risk 1 (High),6343 S HALSTED ST,CHICAGO
585228,PUPUSERIA EL EXCELENTE,PUPUSERIA EL EXCELENTE,2093046,Restaurant,Risk 1 (High),10244 S EWING AVE,CHICAGO
585392,"MILWOOD PIZZA, BURGERS, & MORE","MILWOOD PIZZA, BURGERS, & MORE",1905348,NA,Risk 1 (High),1360 N MILWAUKEE AVE,CHICAGO
88628,CHICAGO SWEET CONNECTION BAKERY,CHICAGO SWEET CONNECTION BAKERY,1139498,Bakery,Risk 1 (High),5569 N NORTHWEST HWY,CHICAGO
547349,ORTIZ  DE DOMINGUEZ ELEMENTARY SCHOOL,JOSEFA ORTIZ DE DOMINGUEZ ELEMENTARY SCHOOL,23411,School,Risk 1 (High),3000 S LAWNDALE AVE,CHICAGO
158553,RESURRECTION LUTHERAN SCHOOL,RESURRECTION LUTHERAN SCHOOL,2225549,School,Risk 1 (High),9349 S WENTWORTH,CHICAGO
581076,DELHI DARBAR KABAB HOUSE,DELHI DARBAR KABAB HOUSE,45494,NA,Risk 1 (High),6403 N CALIFORNIA AVE,CHICAGO
357211,THE BUTCHER & LARDER,TH BUTCHER & LARDER,2073795,Restaurant,Risk 2 (Medium),1026 N MILWAUKEE AVE,CHICAGO
509209,PHOEBE A HEARST ELEMENTARY SCHOOL,PHOEBE A HEARST ELEMENTARY SCHOOL,23671,School,Risk 1 (High),4640 S Lamon (4900W),CHICAGO
580444,COUSIN'S GRILL,COUSIN'S GRILL,1943656,Restaurant,Risk 1 (High),4612 W DIVERSEY AVE,CHICAGO
579610,CHUBBY'S BEEF,NA,2084437,Restaurant,Risk 2 (Medium),5235 W LAKE ST,CHICAGO
491105,COMMONWEALTH DAYCARE CENTER,COMMONWEALTH DAYCARE CENTER,25805,Daycare (2 - 6 Years),Risk 1 (High),140 W 81ST ST,CHICAGO
545378,Neil,Neil,24651,School,Risk 1 (High),8555 S Michigan (100E),CHICAGO
521495,"MCDONALD'S REST. OF ILL, INC",MC DONALD'S,1093503,Restaurant,Risk 2 (Medium),3154 W FOSTER AVE,CHICAGO
569338,THE CHEESECAKE FACTORY,THE CHEESECAKE FACTORY,42878,Restaurant,Risk 1 (High),875 N MICHIGAN AVE,CHICAGO
531227,Englewood  (H/S),Englewood  (H/S),46351,School,Risk 1 (High),6201 S Stewart (400W),CHICAGO
88749,DUKES,DUKES,56642,Restaurant,Risk 1 (High),5659 N CENTRAL AVE,CHICAGO
547494,"JESSICA'S BAKERY, INC.",JESSICA'S BAKERY,59149,Bakery,Risk 2 (Medium),4341 W 26TH ST,CHICAGO
453340,MARISCOS EL VENENO,MARISCOS EL VENENO,2069681,Restaurant,Risk 1 (High),6651 S PULASKI RD,CHICAGO
585493,LA GORDA FELIZ,LA GORDA FELIZ,2099506,Restaurant,Risk 1 (High),5940 W DIVERSEY AVE,CHICAGO
525304,GOUDY ELEMENTARY,GOUDY ELEMENTARY,1206,School,Risk 1 (High),5120 N WINTHROP AVE,CHICAGO
539283,TONY & LILL'S PIZZA PALACE,TONY & LILL'S PIZZA PALACE,1738383,NA,Risk 1 (High),5134 W IRVING PARK RD,CHICAGO
577261,OLD LAWNDALE TAP,OLD LAWNDALE TAP,1998540,TAVERN,Risk 3 (Low),5848 S LAWNDALE AVE,CHICAGO
505406,SUBWAY,SUBWAY,1909605,Restaurant,Risk 1 (High),800 N KEDZIE AVE,CHICAGO
381221,OHIO HOUSE COFFEE SHOP,OHIO HOUSE COFFEE SHOP,1475688,Restaurant,Risk 1 (High),600 N LA SALLE DR,CHICAGO
114795,JIMMY JOHNS,JIMMY JOHNS,1921530,Restaurant,Risk 1 (High),2 N RIVERSIDE PLZ,CHICAGO
537373,LEONAS,LEONAS,1491933,Restaurant,Risk 1 (High),9156 S STONY ISLAND AVE,CHICAGO
567383,ROSEBUD PRIME,ROSEBUD PRIME,1682552,Restaurant,Risk 1 (High),1 S DEARBORN ST,CHICAGO
521402,ANGELS DAY CARE CENTER,ANGELS DAY CARE CENTER,1914956,Children's Services Facility,Risk 1 (High),5117 N LINCOLN AVE,CHICAGO
580091,ILLINOIS SPORTSERVICE INC,CHICAGO CHURROS AND CORN OFF THE COB (#528-529),14616,KIOSK,Risk 2 (Medium),333 W 35TH ST,CHICAGO
491163,BERNARD MOOS ELEMENTARY SCHOOL,BERNARD MOOS ELEMENTARY SCHOOL,24551,School,Risk 1 (High),1711 N California AVE,CHICAGO
353311,NORTHWEST HOME FOR THE AGED,NORTHWEST HOME FOR THE AGED,11741,NURSING HOME,Risk 1 (High),6300 N CALIFORNIA AVE,CHICAGO
557397,ALLEY DOGS INC,ALLEY DOGS,25493,Restaurant,Risk 2 (Medium),3700 N WESTERN AVE,CHICAGO
543395,"BEST START/ERA THOMPSON, INC.","BEST START/ERA THOMPSON, INC.",1909910,Daycare Above and Under 2 Years,Risk 1 (High),1352 W 99TH ST,CHICAGO
537321,FLAME N HOT CONVENIENCE,FLAME N HOT CONVENIENCE,2093341,Grocery Store,Risk 3 (Low),1922 E 79TH ST,CHCHICAGO
114878,STARBUCKS COFFEE #2234,STARBUCKS COFFEE,23089,Restaurant,Risk 2 (Medium),200 W ADAMS ST,CHICAGO
539311,LA VILLA,LA VILLA,34338,Restaurant,Risk 1 (High),3632 N PULASKI RD,CHICAGO
612266,TRATTORIA PIZZERIA ROMA,WOODIE'S FLAT,22361,Restaurant,Risk 1 (High),1535 N WELLS ST,CHICAGO
381273,THE MOTEL BAR,THE MOTEL BAR,1515180,Restaurant,Risk 1 (High),600 W CHICAGO AVE,CHICAGO
409508,ORIENTAL EXPRESS,ORIENTAL EXPRESS,22746,Restaurant,Risk 1 (High),233 E WACKER DR,CHICAGO
585280,GIFT 4 KIDS,GIFT 4 KIDS,2002571,Daycare Combo 1586,Risk 1 (High),1305-1307 W 111TH ST,CHICAGO
604287,CARE-A-LOT E.L.C. II,CARE-A-LOT E.L.C. II,1478490,Children's Services Facility,Risk 1 (High),5522 N MILWAUKEE AVE,CHICAGO
580531,MS EGGROLL #2 STAR INC.,MS EGGROLL #2,2089284,Restaurant,Risk 1 (High),6966 N GLENWOOD AVE,CHICAGO
88781,El Pueblito Mexican Grill,El Pueblito Mexican Grill,1381490,Restaurant,Risk 1 (High),5152 N CICERO AVE,CHICAGO
577297,MARISCO EL VENENO #2 CORP.,MARISCO EL VENENO #2 CORP.,1963599,Restaurant,Risk 1 (High),6835 S PULASKI RD,CHICAGO
363503,ESPINOZA,ERNESTO GROCERY,2074394,Grocery Store,Risk 3 (Low),2758 S RIDGEWAY AVE,CHICAGO
492219,STEWART LIQUORS INC,STEWART LIQUORS INC,7208,Grocery Store,Risk 3 (Low),356 W 75TH ST,CHICAGO
581007,THE BLACK SHEEP,THE BLACK SHEEP,2073866,Restaurant,Risk 3 (Low),1132-1138 W GRAND AVE,CHICAGO
166348,TORRES GROCERY STORE,TORRES GROCERY STORE,2088914,Grocery Store,Risk 3 (Low),2200 W 23RD ST,CHICAGO
549285,WING WAH LAU RESTAURANT,WING WAH LAU RESTAURANT,2020867,Restaurant,Risk 1 (High),4340 S ARCHER AVE,CHICAGO
606281,FIRST CHURCH OF LOVE & FAITH,FIRST CHURCH OF LOVE & FAITH,1047121,Daycare (2 - 6 Years),Risk 1 (High),2141 W 79TH ST,CHICAGO
565389,EPIC BURGER,EPIC BURGER,2094011,Restaurant,Risk 2 (Medium),550 W ADAMS ST,CHICAGO
585395,MILWOOD,MILWOOD,1969233,Restaurant,Risk 1 (High),1360 N MILWAUKEE AVE,CHICAGO
505206,JACKSON SQUARE  NURSING & REHABILITATION CENTER,JACKSON SQUARE  NURSING & REHABILITATION CENTER,47398,Long Term Care,Risk 1 (High),5130 W JACKSON BLVD,CHICAGO
539305,Schurz (H/S),SCHURZ HIGH SCHOOL,46281,School,Risk 1 (High),3601 N Milwaukee (4348W),CHICAGO
505437,HAMLIN FOODS,BUTCH TABACCO & SNACKS,2102618,Grocery Store,Risk 3 (Low),1000 N HAMLIN AVE,CHICAGO
565368,ONE SIXTY BLUE,ONE SIXTY BLUE,1045301,Restaurant,Risk 1 (High),160 N LOOMIS ST,CHICAGO
505210,SPENCER MATH AND SCIENCE ACADEMY,Spencer Academy,25441,PUBLIC SHCOOL,Risk 1 (High),214 N LAVERGNE ST,CHICAGO
557360,IMMACULATE CONCEPTION SCHOOL,IMMACULATE CONCEPTION SCHOOL,1878513,School,Risk 1 (High),7263 W TALCOTT,CHICAGO
543321,ST MARGARET ELEMENTARY,ST MARGARET ELEMENTARY,1981771,School,Risk 1 (High),9833 S THROOP,CHICAGO
547382,LALO  RESTAURANT,LALO'S  RESTAURANT,1044092,Restaurant,Risk 1 (High),4126 W 26TH ST,CHICAGO
579225,SIMPSON ACADEMY,SIMPSON ACADEMY,49051,School,Risk 1 (High),1321 S Paulina  (1700W),CHICAGO
547338,PALETERIA JUAREZ,PALETERIA JUAREZ,2084415,Restaurant,Risk 1 (High),2215 S KEDZIE AVE,CHICAGO
549247,CARNITAS DON RAFA INC,CARNITAS DON RAFA,57160,Restaurant,Risk 1 (High),4619 S KEDZIE AVE,CHICAGO
579734,CALUMET FISHERIES INC,CALUMET FISHERIES INC,3543,Restaurant,Risk 1 (High),3259 E 95TH ST,CHICAGO
569334,TWISTED LIZARD,TWISTED LIZARD,44290,Restaurant,Risk 1 (High),700 E GRAND AVE,CHICAGO
557389,Caponies Cafe & Pizza,NA,2099159,Mobile Food Dispenser,Risk 3 (Low),3350 N Harlem AVE,CHICAGO
581185,AMP Food Mart,AMP Food Mart,2036784,Grocery Store,Risk 2 (Medium),2838 W ROOSEVELT RD,CHICAGO
521349,3 R'S ORIENTAL FOOD MART,3 R'S ORIENTAL FOOD MART,9655,NA,Risk 3 (Low),2712-2714 W MONTROSE AVE,CHICAGO
612214,RICHARD'S BAR,RICHARD'S BAR,80209,Liquor,Risk 3 (Low),491 N MILWAUKEE AVE,CHICAGO
580452,MAIN DINING,MAIN DINING,43331,Restaurant,Risk 1 (High),65 W JACKSON BLVD,CHICAGO
491839,LUX 2 FOOD & LIQUOR,LUX 2 FOOD & LIQUOR,1869021,Grocery Store,Risk 2 (Medium),7550 S MAY ST,CHICAGO
531397,BUSY BUMBLE BEE ACADEMY DAYCARE,BUSY BUMBLE BEE ACADEMY DAYCARE,1194190,Daycare (2 - 6 Years),Risk 1 (High),6450 S COTTAGE GROVE AVE,CHICAGO
88635,CHINATOWN RESTAURANT,CHINATOWN RESTAURANT,1478286,Restaurant,Risk 1 (High),5922 W LAWRENCE AVE,CHICAGO
557417,"Cafe Europa, Inc.",Cafe Europa,47940,Restaurant,Risk 1 (High),7401 W IRVING PARK RD,CHICAGO
580706,Burnham Anthony Branch,Burnham Anthony Branch,22432,School,Risk 1 (High),9800 S Torrence (2634E),CHICAGO
