Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City
579598,FREDDIES,FREDDIES,26998,Restaurant,Risk 1 (High),701 W 31ST ST,CHICAGO
545333,BP GAS & FOOD MART.,BP GAS & FOOD MART.,1954433,gas station,Risk 3 (Low),7059 S STATE ST,CHICAGO
491468,BLUE WILLOW CHINESE RESTAURANT,BLUE WILLOW CHINESE RESTAURANT,1769280,Restaurant,Risk 1 (High),2418 W FULLERTON AVE,CHICAGO
585518,GALILEO BAR,GALILEO BAR (T1-B22),34236,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE,CHICAGO
505234,FRANCES SCOTT KEY ELEM.SCHOOL,FRANCES SCOTT KEY ELEM SCHOOL,24001,School,Risk 1 (High),517 N Parkside ST,CHICAGO
583306,RICHWELL MARKET,RICHWELL MARKET/CAFE DE VICTORIA,1070189,GROCERY STORE/BAKERY,Risk 1 (High),1835 S CANAL ST,CHICAGO
166356,NANA,NANA,1960118,Restaurant,Risk 1 (High),3265-3267 S HALSTED ST,CHICAGO
581171,FOODSMART,FOODSMART,1474028,Grocery Store,Risk 3 (Low),2901 W ARMITAGE AVE,CHICAGO
585380,7-ELEVEN #33732A,7-ELEVEN #33732A,1963533,Grocery Store,Risk 2 (Medium),1055 W BRYN MAWR AVE,CHICAGO
581109,PANADERIA LA CENTRAL INC,PANADERIA LA CENTRAL INC,11571,Bakery,Risk 2 (Medium),4523 S ASHLAND AVE,CHICAGO
579518,CHERUBS 1,CHERUBS,1770200,Restaurant,Risk 1 (High),2524 W FULLERTON AVE,CHICAGO
585325,"Thomas, Velma ECC","Thomas, Velma ECC",26891,School,Risk 1 (High),3625 S Hoyne (2100W) (St. Maurice),CHICAGO
545360,CAMPBELL'S CARIBBEAN CUISINE,CAMPBELL'S CARIBBEAN CUISINE,1904431,Restaurant,Risk 1 (High),1225 E 87TH ST,CHICAGO
547442,OUR LADY OF TEPEYAC HIGH SCHOOL,OUR LADY OF TEPEYAC HIGH SCHOOL,2042635,School,Risk 3 (Low),2228 S WHIPPLE ST,CHICAGO
491132,EL VALLE RESTAURANT,EL VALLE RESTAURANT,2053915,Restaurant,Risk 1 (High),806 N WINCHESTER AVE,CHICAGO
491485,PURA BELLEZA COFFEE CO.,PURA BELLEZA CAFE,2020823,Restaurant,Risk 1 (High),2161 N WESTERN AVE,CHICAGO
585305,RIVERSIDE DELI,RIVERSIDE DELI,6403,Restaurant,Risk 1 (High),1656 W CORTLAND ST,CHICAGO
604234,AVANTGARDE BG,AVANTGARDE BG,51858,Restaurant,Risk 1 (High),5237-5241 N HARLEM AVE,CHICAGO
581154,WEST HAVEN MARKET & GRILL,WEST HAVEN MARKET & GRILL,2093508,Grocery Store,Risk 1 (High),2132-2134 W WASHINGTON BLVD,CHICAGO
580377,THE ARK,THE ARK,30853,Restaurant,Risk 1 (High),6450 N CALIFORNIA AVE,CHICAGO
361468,MUCHO GUSTO TAQUERIA,MUCHO GUSTO TAQUERIA,63707,Restaurant,Risk 1 (High),5606 W IRVING PARK RD,CHICAGO
505333,"UNIQUE DISCOUNT STORES, INC","UNIQUE DISCOUNT STORES, INC",2069635,Grocery Store,Risk 3 (Low),5411 W MADISON ST,CHICAGO
531362,PIERCE TOWERS CAFETERIA,NA,33335,Restaurant,Risk 1 (High),5514 S UNIVERSITY AVE,CHICAGO
565274,HASHBROWNS,HASHBROWNS,1621661,Restaurant,Risk 1 (High),731 W MAXWELL ST,CHICAGO
547380,GOOD SHEPHERD/ZAPATA ACADEMY BRANCH,GOOD SHEPHERD /ZAPATA BRANCH,23612,School,Risk 2 (Medium),2725 S Kolin AVE,CHICAGO
580087,2002 DONUTS INC,Baskin Robbins/Dunkin Donuts,1489621,Restaurant,Risk 2 (Medium),3200 N CLARK ST,CHICAGO
579263,"AMY BECK CAKE DESIGN, LLC","AMY BECK CAKE DESIGN, LLC",2079264,Bakery,Risk 1 (High),636 N RACINE AVE,NA
549359,JOHN C. BURROUGHS ELEMENTARY,JOHN C. BURROUGHS ELEMENTARY,22481,School,Risk 1 (High),3542 S Washtenaw,CHICAGO
567234,HALO ASIAN MIX,HALO ASIAN MIX,2079974,Restaurant,Risk 1 (High),29 E ADAMS ST,CHICAGO
505407,"THREE BROTHERS FOOD MARKET, INC","THREE BROTHERS FOOD MARKET, INC",2016906,Grocery Store,Risk 2 (Medium),5360 W DIVISION ST,CHICAGO
585557,DUNKIN DONUTS BASKIN ROBBINS,DUNKIN DONUTS BASKIN ROBBINS,1998116,Restaurant,Risk 2 (Medium),2640 N NARRAGANSETT AVE,CHICAGO
569231,SHERATON CHICAGO HOTEL/TOWERS,BANQUETS - MAIN KITCHEN,23337,Restaurant,Risk 1 (High),301 E NORTH WATER ST,CHICAGO
577384,GARIFUNA FLAVA CARIBBEAN RESTAURANT,GARIFUNA FLAVA CARIBBEAN RESTAURANT,1846423,Restaurant,Risk 1 (High),2516-2518 W 63RD ST,CHICAGO
491086,KINGS  GYROS #2,KINGS  GYROS #2,1985223,Restaurant,Risk 1 (High),5233 N MILWAUKEE AVE,CHICAGO
579596,SAJJAD INC,MANGI'S,20717,Restaurant,Risk 1 (High),3801 N LINCOLN AVE,CHICAGO
531254,HUNGRY TACOS,HUNGRY TACOS,2027926,Restaurant,Risk 1 (High),7349 S HALSTED ST,NA
557344,Steinmetz (H/S),Steinmetz  Academy,46291,School,Risk 1 (High),3030 N Mobile,CHICAGO
580338,DOC'S JUICE AND SMOOTHIES,DOC'S JUICE AND SMOOTHIES,1953349,Restaurant,Risk 2 (Medium),2151 W ARMITAGE AVE,CHICAGO
114849,GATEWAY NEWS STAND,GATEWAY NEWS STAND,2073971,Grocery Store,Risk 3 (Low),233 S WACKER DR,CHICAGO
545392,WALGREENS #162,WALGREENS #162,18419,Grocery Store,Risk 3 (Low),1554 E 55TH ST,CHICAGO
580357,MARY'S SNACK SHOP,MARY'S SNACK SHOP,29766,Restaurant,Risk 1 (High),606 S PULASKI RD,CHICAGO
557364,"SCOOP'S, INC.",MR.  ZEE'S II,1927728,Restaurant,Risk 1 (High),4356 N CENTRAL AVE,CHICAGO
583303,T TASTY HOUSE,T TASTY HOUSE,2017359,Restaurant,Risk 1 (High),2002 S WENTWORTH AVE,CHICAGO
549374,EL REY DEL TACO & BURRITOS,EL REY DEL TACO & BURRITOS,1893928,Restaurant,Risk 1 (High),4157 S CALIFORNIA AVE,CHICAGO
565254,TRAVEL TRADERS @ EMBASSY SUITE,TRAVEL TRADERS #3060,2064265,Grocery Store,Risk 3 (Low),511 N COLUMBUS DR,CHICAGO
58555,CORNER STORE,CORNER STORE,1767559,Grocery Store,Risk 3 (Low),3579 W DICKENS AVE,CHICAGO
531339,JUS GAGA,JUS GAGA,2032098,Restaurant,Risk 2 (Medium),400 E 63RD ST,CHICAGO
521281,LYMAN A BUDLONG ELEMENTARY,BUDLONG ELEMENTARY SCHOOL,22391,School,Risk 1 (High),2701 W FOSTER AVE,CHICAGO
401424,"ISTRIA CAFE, LLC","ISTRIA CAFE, LLC",1843517,coffee shop,Risk 2 (Medium),1520 E 57TH ST,CHICAGO
491824,WOLCOTT'S,TROQUET,1992039,Restaurant,Risk 1 (High),1834 W MONTROSE AVE,CHICAGO
569278,FOURTH CHURCH DAY SCHOOL,FOURTH CHURCH DAY SCHOOL,44607,DAYCARE,Risk 1 (High),126 E CHESTNUT ST,CHICAGO
580913,GIORDANO'S ON SHERIDAN,GIORDANO'S ON SHERIDAN,28008,Restaurant,Risk 1 (High),6836 N SHERIDAN RD,CHICAGO
547223,EL MOLINO TAQUERIA,EL MOLINO TAQUERIA,19964,Restaurant,Risk 1 (High),3945 W 31ST ST,CHICAGO
505274,"MR J & J FISH & CHICKEN, INC.","MR J & J FISH & CHICKEN, INC.",1948138,Restaurant,Risk 2 (Medium),3944 W CHICAGO AVE,CHICAGO
581184,ERIE COMMUNITY CENTER,ERIE COMMUNITY CENTER,42649,Daycare (2 - 6 Years),Risk 1 (High),1701 W SUPERIOR ST,CHICAGO
531396,BUSY BUMBLE BEE ACADEMY DAYCARE,BUSY BUMBLE BEE ACADEMY DAYCARE,3793,Daycare (2 - 6 Years),Risk 1 (High),6450 S COTTAGE GROVE AVE,CHICAGO
579705,ETHIOPIAN DIAMOND RESTAURANT,ETHIOPIAN DIAMOND RESTAURANT,49379,Restaurant,Risk 1 (High),6120-6122 N BROADWAY,CHICAGO
567292,CARDOZO'S PUB,CARDOZO'S PUB,54103,Restaurant,Risk 1 (High),170 W WASHINGTON ST,CHICAGO
490914,EVANGELICAL LUTHERAN/ST PHILIP,EVANGELICAL LUTHERAN  DAY CARE,34113,Daycare (2 - 6 Years),Risk 1 (High),2444 W BRYN MAWR AVE,CHICAGO
531340,JUS GAGA,JUS GAGA,2032098,Restaurant,Risk 2 (Medium),400 E 63RD ST,CHICAGO
565336,JIMMY JOHNS,JIMMY JOHNS,1879163,Restaurant,Risk 1 (High),131 S CLINTON ST,CHICAGO
581129,SOUTH EAST ASIA CENTER,SOUTH EAST ASIA CENTER,1225409,Daycare (2 - 6 Years),Risk 1 (High),5120 N BROADWAY,CHICAGO
567423,THE FAIRMONT CHICAGO/MILLENIUM ROOM,COLUMBUS TAP,1548267,Restaurant,Risk 1 (High),200 N COLUMBUS DR,CHICAGO
580834,Thorp O.A.,Ole A Thorp Elementary,29301,School,Risk 1 (High),6024 W Warwick,CHICAGO
579373,CLUB DE LA FELICIDAD,NA,2083447,Restaurant,Risk 3 (Low),7125 N CLARK ST,CHICAGO
580141,LOVING HUT,ALICE & FRIENDS VEGETARIAN CAFE,1248503,Restaurant,Risk 1 (High),5812 N BROADWAY,CHICAGO
347282,THE UNITED CENTER,CAPTAIN MORGAN SPICED RUM B-312,1974985,Liquor,Risk 3 (Low),1901 W MADISON ST,CHICAGO
569246,DRAKE BROTHERS,DRAKE BROTHERS,1766389,Restaurant,Risk 1 (High),140 E WALTON PL,CHICAGO
569327,MCDONALDS,MCDONALDS,43276,Restaurant,Risk 2 (Medium),700 E GRAND AVE,CHICAGO
531366,PEARL'S PLACE,PEARL'S PLACE,1948280,Restaurant,Risk 1 (High),3901 S MICHIGAN AVE,CHICAGO
539326,REGGIO'S PIZZA EXPRESS,REGGIO'S PIZZA EXPRESS (T1 C18 FOOD COURT),1224624,Restaurant,Risk 1 (High),11601 W TOUHY AVE,CHICAGO
612229,HOP HAUS,HOP HAUS,1047059,Restaurant,Risk 1 (High),646 N FRANKLIN ST,CHICAGO
114719,THE WESTMINSTER HOT DOG,THE WESTMINSTER HOT DOG,2074211,Restaurant,Risk 1 (High),11 N WELLS ST,CHICAGO
517222,CHI-TOWN TAP,CHI-TOWN TAP,1383544,Restaurant,Risk 1 (High),2642 N LINCOLN AVE,CHICAGO
491627,TAQUERIA LOS COMALES # 12,TAQUERIA LOS COMALES # 12,65987,Restaurant,Risk 1 (High),6035 S PULASKI RD,CHICAGO
567375,JAMBA JUICE #628,JAMBA JUICE #628,1491674,Restaurant,Risk 2 (Medium),190 W MADISON ST,CHICAGO
565281,THE GREAT STATE FARE,BURGER KING,20481,Restaurant,Risk 2 (Medium),100 W RANDOLPH ST,CHICAGO
547404,EL ENCANTO MICHOACANO,EL ENCANTO MICHOACANO,1579961,Restaurant,Risk 1 (High),4228 W 26TH ST,CHICAGO
88660,BIG TOP RESTAURANT,BIG TOP RESTAURANT,3752,Restaurant,Risk 1 (High),6348 W HIGGINS AVE,CHICAGO
521428,M3  RESTAURANT,M3  RESTAURANT,1520633,Restaurant,Risk 1 (High),4315 N KEDZIE AVE,CHICAGO
549214,EL SALVADOR RESTAURANT,EL SALVADOR RESTAURANT,2032271,Restaurant,Risk 1 (High),4125 S ARCHER AVE,CHICAGO
577309,KRAFT FOODS,KRAFT FOODS,1270955,Wholesale,Risk 2 (Medium),7300 S KEDZIE AVE,CHICAGO
580744,KEN FONG INC,KEN FONG,51052,Restaurant,Risk 1 (High),6261 N MCCORMICK RD,CHICAGO
567258,STARBUCK COFFEE #10366,STARBUCK COFFEE #10366,1680146,Restaurant,Risk 2 (Medium),30 N LA SALLE ST,CHICAGO
491010,"SMART FROM THE START ,LLC","SMART FROM THE START ,LLC",2069868,Daycare Combo 1586,Risk 1 (High),1935-1939 W 79TH ST,CHICAGO
537350,WASHINGTON HIGH SCHOOL,WASHINGTON HIGH SCHOOL,2046683,School,Risk 1 (High),3535 E 114TH ST,CHICAGO
580371,JOYFUL NOISE CHRISTIAN DAY CARE,JOYFUL NOISE CHRISTIAN DAY CARE,1841840,DAYCARE 1586,Risk 1 (High),4243 W NORTH AVE,CHICAGO
491293,SPOTS PIZZA,BARRY'S SPOTS PIZZA,1768979,Restaurant,Risk 1 (High),5757-5759 N BROADWAY,CHICAGO
608229,CENTRO INFANTIL,CENTRO INFANTIL,2031968,Daycare (Under 2 Years),Risk 1 (High),2739 W DIVISION ST,CHICAGO
614242,SPORTSERVICE SOLDIER FIELD,PIZZA CONCESSION,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR,CHICAGO
505330,EVERGREEN CONVENIENT FOOD,EVERGREEN CONVENIENT FOOD,2089353,Grocery Store,Risk 1 (High),3301 W EVERGREEN AVE,CHICAGO
409512,KHYBER PASS,KHYBER PASS,23172,Restaurant,Risk 1 (High),233 E WACKER DR,CHICAGO
580246,THE COMMON CUP,THE COMMON CUP,2088868,Restaurant,Risk 1 (High),1501-1503 W MORSE AVE,CHICAGO
521274,NAKWON KOREAN BAKERY,NAKWON KOREAN BAKERY,1991560,Bakery,Risk 1 (High),3746 W LAWRENCE AVE,CHICAGO
521505,LITTLE MIKES RESTAURANT,LITTLE MIKES RESTAURANT,1331735,NA,Risk 3 (Low),3939-41 W IRVING PARK RD,CHICAGO
505382,WESTSIDE ALTERNATIVE H.S.,WESTSIDE ALTERNATIVE H.S.,66103,School,Risk 3 (Low),4909 W DIVISION,CHICAGO
381296,JUBBA RESTAURANT INC.,JUBBA RESTAURANT,1998906,Restaurant,Risk 1 (High),236 W DIVISION ST,CHICAGO
596262,XOCHIMILO,XOCHIMILO,1069279,NA,Risk 1 (High),7247 N DAMEN AVE,CHICAGO
381299,PASTORAL,PASTORAL,1479536,Grocery Store,Risk 2 (Medium),2945 N BROADWAY,CHICAGO
525338,"LADY GREGORY,S",LADY GREGORY'S,2017269,LIQUOR CONSUMPTION ON PREMISES.,Risk 3 (Low),5254-5260 N CLARK ST,CHICAGO
581162,TAQUERIA LOS GALLOS 2 INC,TAQUERIA LOS GALLOS 2 INC,23917,Restaurant,Risk 1 (High),4252-4254 S ARCHER AVE,CHICAGO
525303,J J PEPPERS FOOD STORE,J J PEPPERS FOOD STORE,12276,Grocery Store,Risk 3 (Low),4800 N SHERIDAN RD,CHICAGO
596234,PIAZZA BELLA TRATTORIA,PIAZZA BELLA RESTAURANT,78392,Restaurant,Risk 1 (High),2116 W ROSCOE ST,CHICAGO
580760,LA ESCUELITA NUMERO DOS INC.,LA ESCUELITA NUMERO DOS,2064659,Daycare Above and Under 2 Years,Risk 1 (High),3001 W DIVERSEY AVE,CHICAGO
585412,ISKCON-INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS,ISKCON-INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS,1330889,Restaurant,Risk 1 (High),1716 W LUNT AVE,CHICAGO
580125,ILLINOIS SPORTSERVICE INC,MISSION NACHOS 4 - (#114),14616,KIOSK,Risk 2 (Medium),333 W 35TH ST,CHICAGO
579672,WASABI,WASABI,2060216,Restaurant,Risk 1 (High),2539 N MILWAUKEE AVE,CHICAGO
521481,JIN HAN INTERNATIONAL,JIN HAN INTERNATIONAL,1576843,NA,Risk 3 (Low),3465 N KIMBALL AVE,CHICAGO
521371,CASA DE MOY Y ROY,CASA DE MOY Y ROY,1675485,Restaurant,Risk 1 (High),4410 N KEDZIE AVE,CHICAGO
565212,DOMINICK'S #147/1147,DOMINICK'S #147/1147,41674,Grocery Store,Risk 1 (High),1340 S CANAL ST,CHICAGO
626207,"RACHEL'S LEARNING CENTERS, LTD.","RACHEL'S LEARNING CENTERS, LTD.",1575588,Daycare Above and Under 2 Years,Risk 1 (High),3430-3434 W ROOSEVELT RD,CHICAGO
545340,"JELLY BEAN LEARNING CENTER III, INC","JELLY BEAN LEARNING CENTER III, INC",1991037,Daycare Combo 1586,Risk 1 (High),7331-7335 S COTTAGE GROVE,CHICAGO
539209,MCDONALD'S,MCDONALD'S  (T2   E/F),2009092,Restaurant,Risk 1 (High),11601 W TOUHY AVE,CHICAGO
579817,HOT WOKS COOL SUSHI,HOT WOKS COOL SUSHI,1914937,Restaurant,Risk 1 (High),3930 N PULASKI RD,CHICAGO
567419,SPORTSERVICE SOLDIER FIELD,GRILL STAND,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR,CHICAGO
579510,SAN MIGUEL SCHOOL,SAN MIGUEL SCHOOL,2134695,School,Risk 2 (Medium),1936 W 48TH ST,CHICAGO
585223,THE AOK FLAT BREAD PANINI SHOP,THE AOA FLAT BREAD PANINI SHOP,2094554,Restaurant,Risk 1 (High),1051 W GRANVILLE AVE,CHICAGO
579809,DUNKIN DONUTS / BASKIN ROBBINS,DUNKIN DONUTS / BASKIN ROBBINS,74794,Restaurant,Risk 2 (Medium),1755 W ADDISON ST,CHICAGO
567359,THE SILVERSMITH HOTEL & SUITES,ADMUS,2079890,Restaurant,Risk 1 (High),10-16 S WABASH AVE,CHICAGO
491481,LOT'S OF LOVE COMMUNITY CENTER,LOT'S OF LOVE COMMUNITY CENTER,2017470,Daycare Above and Under 2 Years,Risk 1 (High),1015 W 79TH ST,CHICAGO
517260,MFK,MFK,63936,Restaurant,Risk 1 (High),432 W DIVERSEY PKWY,CHICAGO
154697,TERRAGUSTO ON ARMITAGE,TERRAGUSTO ON ARMITAGE,1445998,Restaurant,Risk 1 (High),340-344 W ARMITAGE AVE,CHICAGO
491436,ILLINOIS INSTITUTE OF TECHNOLOGY,PRITZKER CLUB,1352448,Restaurant,Risk 1 (High),3201 S STATE ST,CHICAGO
585479,PANADERIA Y PASTELERIA EL PAN,PANADERIA Y PASTELERIA EL PAN,2098858,Bakery,Risk 2 (Medium),4111 W NORTH AVE,CHICAGO
581066,THE BLACK SHEEP,THE BLACK SHEEP,2073865,Restaurant,Risk 1 (High),1132-1138 W GRAND AVE,CHICAGO
580866,PENNY'S NOODLES SHOP,PENNY'S NOODLES SHOP,2055473,Restaurant,Risk 1 (High),1542 N DAMEN AVE,CHICAGO
491603,RESTAURANT 2 AMIGOS,RESTAURANT 2 AMIGOS,21363,Restaurant,Risk 1 (High),2320 N MILWAUKEE AVE,CHICAGO
567393,COMFORT SUITES,COMFORT SUITES,1938588,Restaurant,Risk 2 (Medium),320 N MICHIGAN AVE,CHICAGO
58551,SAN LUIS RESTAURANT,SAN LUIS RESTAURANT,1576631,Restaurant,Risk 1 (High),2903 W DIVERSEY AVE,CHICAGO
635208,Cockrell C.P.C.,Cockrell C.P.C.,25162,School,Risk 1 (High),30 E 61st St (6100S),CHICAGO
579824,DOMINO'S PIZZA,DOMINO'S PIZZA,35407,Restaurant,Risk 2 (Medium),3144 W DEVON AVE,CHICAGO
365508,WHITE HEN PANTRY,WHITE HEN PANTRY,1516266,NA,Risk 2 (Medium),2311 W LAWRENCE AVE,CHICAGO
491677,DEVON HALAL SUB & GRILL,DEVON HALAL SUB & GRILL,2042116,Restaurant,Risk 1 (High),2305 W DEVON AVE,CHICAGO
409506,DELMONICO'S GOURMET,DELMONICO'S GOURMET,1817644,Restaurant,Risk 1 (High),233 N MICHIGAN AVE,CHICAGO
567443,PETTERINO'S,PETTERINO'S,1069817,Restaurant,Risk 1 (High),150 N DEARBORN ST,CHICAGO
491022,"ABIQUIU CAFE, INC","ABIQUIU CAFE, INC",2073692,Restaurant,Risk 1 (High),1034 W BELMONT AVE,CHICAGO
491292,MARKO & MALI INC,MARKO & MALI INC,22499,NA,Risk 3 (Low),4520 N LINCOLN AVE,CHICAGO
557416,KOWLOON  RESTAURANT,KOWLOON  RESTAURANT,2003638,Restaurant,Risk 1 (High),7403 W IRVING PARK RD,CHICAGO
381235,HOTEL INIDGO CHICAGO GOLD COAST,HOTEL INIDGO CHICAGO GOLD COAST,1494612,Restaurant,Risk 1 (High),1244 N DEARBORN ST,CHICAGO
166331,GEORGE'S RESTAURANT,GEORGE'S RESTAURANT,15417,Restaurant,Risk 1 (High),3445 S HALSTED ST,CHICAGO
580426,GOHYANG FOOD CORPORATION,GOHYANG FOOD,2042772,Grocery Store,Risk 1 (High),5731 N LINCOLN AVE,CHICAGO
579334,BAR BAR BLACK SHEEP,BAR BAR BLACK SHEEP,1992183,Restaurant,Risk 1 (High),1415 N MILWAUKEE AVE,CHICAGO
580765,CARNICERIA LA AZTECA,CARNICERIA LA AZTECA,38344,NA,Risk 2 (Medium),7067-7069 N CLARK ST,CHICAGO
491125,WENDY'S,WENDY'S,53146,Restaurant,Risk 2 (Medium),8635-8645 S STONY ISLAND AVE,CHICAGO
88672,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,64722,Restaurant,Risk 2 (Medium),6342 N MILWAUKEE AVE,CHICAGO
361477,MARTINI CLUB AT MANOR BOWLING & BILLIARD,MARTINI CLUB,1270793,Restaurant,Risk 1 (High),3124 N CENTRAL AVE,CHICAGO
614310,HOMEWOOD SUITES HOTEL,HOMEWOOD SUITES HOTEL,2064093,Restaurant,Risk 2 (Medium),40 E GRAND AVE,CHICAGO
567388,"TORO SUSHI EXPRESS, INC.","TORO SUSHI EXPRESS, INC.",1803908,Restaurant,Risk 1 (High),201 N CLARK ST,CHICAGO
545372,PROJECT ORG. & DESIGN STUDIO,IVORY PROFESSIONAL BUILDING,2093892,Daycare Combo 1586,Risk 1 (High),1401-1409 E 79TH ST,CHICAGO
365515,ECUA LOJANITO,ECUA LOJANITO,2074013,Grocery Store,Risk 2 (Medium),2871 N MILWAUKEE AVE,CHICAGO
596245,TAJ RESTUARANT & CATERING,TAJ RESTUARANT & CATERING,1802617,NA,Risk 1 (High),2501 W DEVON AVE,CHICAGO
580851,M J FLAMING,FLAMING WOK N GRILL,1597447,Restaurant,Risk 1 (High),903 N HALSTED ST,CHICAGO
381318,VERMILION,VERMILION,1123288,Restaurant,Risk 1 (High),10 W HUBBARD ST,CHICAGO
491730,CAFE TYPHOON,CAFE TYPHOON,1195227,Restaurant,Risk 1 (High),520 N MICHIGAN AVE,CHICAGO
539345,JIMMY'S HOT DOGS,JIMMY'S HOT DOGS,1354458,NA,Risk 3 (Low),4460 W BELMONT AVE,CHICAGO
604227,ERNST PRUSSING ELEMENTARY SCHOOL,ERNST PRUSSING ELEMENTARY SCHOOL,25031,School,Risk 1 (High),4650 N Menard (5800W),CHICAGO
569356,SPORTSERVICE SOLDIER FIELD,1ST DOWN FRANK,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR,CHICAGO
614277,CERES CAFE,CERES CAFE,18237,Restaurant,Risk 1 (High),141 W JACKSON BLVD,CHICAGO
569269,7 ELEVEN #33729A,7 ELEVEN,2037420,Grocery Store,Risk 1 (High),45 E CHICAGO AVE,CHICAGO
409515,CORNER BAKERY CAFE,CORNER BAKERY CAFE,1649360,Restaurant,Risk 1 (High),188 W WASHINGTON ST,CHICAGO
491097,LA CEMITA,LA CEMITA PUEBLA,1874882,Restaurant,Risk 1 (High),3619 W NORTH AVE,CHICAGO
521319,OSTIONERIA MAR ABIERTO,OSTIONERIA MAR ABIERTO,1816186,Restaurant,Risk 1 (High),3826 W MONTROSE AVE,CHICAGO
517213,CAFE VIENNA  & CATERING INC,CAFE VIENNA,1543605,Bakery,Risk 1 (High),2523 N CLARK ST,CHICAGO
347299,RML CHICAGO,RML SPECIALTY  HOSPITAL OF CHICAGO,2049061,Hospital,Risk 1 (High),3435 W VAN BUREN ST,CHICAGO
583308,SUMMA CUM LAUDE INC.,SUMMA CUM LAUDE INC.,1928312,Daycare Above and Under 2 Years,Risk 1 (High),1929 S ARCHER AVE,CHICAGO
166376,MARY'S LEMONADE STAND,MARY'S LEMOMADE STAND,2088236,Restaurant,Risk 2 (Medium),3452 S WESTERN AVE,CHICAGO
569355,SPORTSERVICE SOLDIER FIELD,132 PIZZA,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR,CHICAGO
580526,TAQUERIA Y TAMALERIA ROMANS,TAQUERIA Y TAMALERIA ROMANS,2026804,Restaurant,Risk 1 (High),5108 W FULLERTON AVE,CHICAGO
580773,SILVANA,SILVANA,1888152,TAVERN,Risk 3 (Low),7030 N CLARK ST,CHICAGO
585343,PAPA ROMEO'S PIZZA,PAPA ROMEO'S PIZZA,1119804,Restaurant,Risk 2 (Medium),1617 W IRVING PARK RD,CHICAGO
417314,CITGO FUEL,CITGO FUEL,2065061,Grocery Store,Risk 3 (Low),7114 S VINCENNES AVE,CHICAGO
612300,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2069346,Restaurant,Risk 1 (High),1120 N STATE ST,CHICAGO
577219,RIVER NILE RESTAURNAT,RIVER NILE RESTAURNAT,1277511,Restaurant,Risk 1 (High),3259 W 63RD ST,CHICAGO
543237,Shoop,Shoop,25381,School,Risk 1 (High),1460 W 112th St (11200S),CHICAGO
598265,BACCHANALIA REST & LNG,BACCHANALIA RISTORANTE,1599,Restaurant,Risk 1 (High),2413 S OAKLEY AVE,CHICAGO
537315,BUY -N- SAVE,BUY -N- SAVE,62460,Grocery Store,Risk 2 (Medium),209 E 103RD ST,CHICAGO
567307,RENAISSANCE CHICAGO HOTEL,BANQUET/MEETING ROOMS FLOORS 2-4,48228,Restaurant,Risk 2 (Medium),1 W WACKER DR,CHICAGO
381257,SALVATION ARMY,SALVATION ARMY,0,WAREHOUSE,NA,509 N UNION AVE,CHICAGO
353265,WESTWOOD MANOR INC,WESTWOOD MANOR INC,5210,Long Term Care,Risk 1 (High),2444 W TOUHY AVE,CHICAGO
491320,REVOLUTION BREWING,REVOLUTION BREWING,1920838,Restaurant,Risk 1 (High),2323 N MILWAUKEE AVE,CHICAGO
581067,SENI  CATERING,SENI CATERING,2094332,Catering,Risk 1 (High),324 N LEAVITT ST,CHICAGO
381363,SOCIAL TWENTY FIVE,SOCIAL TWENTY FIVE,1171250,Liquor,Risk 3 (Low),25 W HUBBARD ST,CHICAGO
525234,7 ELEVEN #34133A,7 ELEVEN,2069705,Grocery Store,Risk 2 (Medium),1138 W WILSON AVE,CHICAGO
317419,GENERATIONS AT COLUMBUS PARK,COLUMBUS PARK NURSING & REHAB CENTER,34814,Long Term Care,Risk 1 (High),901 S AUSTIN BLVD,CHICAGO
579556,SUBWAY,SUBWAY,1594765,Restaurant,Risk 1 (High),1118 S KEDZIE AVE,CHICAGO
401422,"ISTRIA CAFE, LLC","ISTRIA CAFE, LLC",1843517,coffee shop,Risk 2 (Medium),1520 E 57TH ST,CHICAGO
545314,WENDY'S,WENDY'S,53148,Restaurant,Risk 2 (Medium),344 E 95TH ST,CHICAGO
391359,KONAK RESTAURANT,KONAK RESTAURANT,15910,Restaurant,Risk 1 (High),5150 N CLARK ST,CHICAGO
557257,"FUN & GAMES PLAY SCHOOL, INC",FUN & GAMES PLAY SCHOOL,1514320,Children's Services Facility,Risk 1 (High),5939 W IRVING PARK RD,CHICAGO
521546,FRIEDMAN PLACE,FRIEDMAN PLACE,1647252,Long Term Care,Risk 1 (High),5527 N MAPLEWOOD AVE,CHICAGO
547395,MARCY - NEWBERRY/ MARCY,MARCY - NEWBERRY/ MARCY CENTER,15712,Daycare (2 - 6 Years),Risk 1 (High),1539 S SPRINGFIELD AVE,CHICAGO
